0,1.0155
0.02,0.781
0.04,0.703
0.06,1.0155
0.08,1.0155
0.1,0.8595
0.12,0.8595
0.14,0.781
0.16,0.703
0.18,0.547
0.2,0.3906
0.22,0.3906
0.24,0.9375
0.26,1.0155
0.28,0.8595
