250,9.5,1.56,920
500,9.5,2.88,420
750,9.5,4,250
1500,9.5,6.24,90
2250,9.5,7.72,56
3000,9.5,8.32,28
3750,9.5,8.72,18
4500,9.5,8.8,10
6000,9.5,9.12,7
8000,9.5,9.28,3.6
10000,9.5,9.28,2.8
